:START_ID,:END_ID,:TYPE,rel,support_count:int,support_probability:float,log_support_odds:float,batch_ids,edge_probability:float
actor:8_kanns_sons_co,event:bonus_given_to_employees,CAUSAL_LINK,CAUSES,,,,,
actor:administration_order,actor:administration_response,CAUSAL_LINK,CAUSES,,,,,
actor:alexander_perry,event:wood_alcohol_poisoning_deaths,CAUSAL_LINK,CAUSES,,,,,
actor:allies,claim:1,CAUSAL_LINK,CAUSES,,,,,
actor:american-anarchist-federation-commune-soviet,event:soviet-bulletin-distribution,CAUSAL_LINK,CAUSES,,,,,
actor:american-embassy,claim:earthquake-relief,CAUSAL_LINK,MEDIATES,,,,,
actor:american_delegation,claim:american_marine_advantage,CAUSAL_LINK,ENABLES,,,,,
actor:arthur_c_smith,claim:careslessness_caused_death,CAUSAL_LINK,CAUSES,,,,,
actor:attorney_general,claim:operators_not_agreed_to_settlement,CAUSAL_LINK,ENABLES,,,,,
actor:attorney_general_a_f_pritchett,claim:ratification_with_reasonable_interpretation,CAUSAL_LINK,CAUSES,,,,,
actor:austria,claim:austria_workers_strike,CAUSAL_LINK,CAUSES,,,,,
actor:austria,claim:austria_workers_strike,CAUSAL_LINK,MEDIATES,,,,,
actor:austria,topic:peace_proposal,CAUSAL_LINK,ENABLES,,,,,
actor:austria_hungary,event:peace_negotiations,CAUSAL_LINK,CAUSES,,,,,
actor:austrian_army,claim:operations_began_with_austrian_offensive,CAUSAL_LINK,CAUSES,,,,,
actor:bainbridge-colby,claim:nomination-surprise,CAUSAL_LINK,CAUSES,,,,,
actor:belgium,claim:france-belgium-claim-kongo,CAUSAL_LINK,CAUSES,,,,,
actor:big_four_railroad,event:train_wreck,CAUSAL_LINK,CAUSES,,,,,
actor:board-of-education,claim:difficult-to-work-together,CAUSAL_LINK,CAUSES,,,,,
actor:board-of-education,claim:not-able-administrator,CAUSAL_LINK,CAUSES,,,,,
actor:board-of-education,claim:not-strong-administrator,CAUSAL_LINK,CAUSES,,,,,
actor:board-of-education,claim:reluctant-responsibility,CAUSAL_LINK,CAUSES,,,,,
actor:british-admiralty,event:great-artillery-duel,CAUSAL_LINK,CAUSES,,,,,
actor:british_batteries,topic:austro_german_advance,CAUSAL_LINK,MEDIATES,,,,,
actor:british_government,claim:british_opposition,CAUSAL_LINK,CAUSES,,,,,
actor:british_government,claim:public_sentiment_opposed,CAUSAL_LINK,CAUSES,,,,,
actor:british_steamer_britannia,event:fire_in_toledo,CAUSAL_LINK,CAUSES,,,,,
actor:british_troops,claim:bullecourt_capture,CAUSAL_LINK,CAUSES,,,,,
actor:cadet,claim:cadet_insanity,CAUSAL_LINK,CAUSES,,,,,
actor:camp_mcclellan,event:measles_quarantine,CAUSAL_LINK,CAUSES,,,,,
actor:canadian-premier-borden,claim:germany-wants-conference-of-belligerents,CAUSAL_LINK,ENABLES,,,,,
actor:capt-cromie,claim:british-government-response,CAUSAL_LINK,CAUSES,,,,,
actor:carranza,event:conflict-in-mexico,CAUSAL_LINK,CAUSES,,,,,
actor:carranza_government,event:break_between_countries,CAUSAL_LINK,CAUSES,,,,,
actor:central-committee,event:britain-short-of-doctors,CAUSAL_LINK,CAUSES,,,,,
actor:chain_stores,claim:large_chain_stores,CAUSAL_LINK,CAUSES,,,,,
actor:chairman_hays,claim:convention_order,CAUSAL_LINK,CAUSES,,,,,
actor:chicago-board-of-trade,claim:grain-market-regulations,CAUSAL_LINK,CAUSES,,,,,
actor:china_delegation,event:league_of_nations,CAUSAL_LINK,CAUSES,,,,,
actor:city-employes-association,event:strike-threat,CAUSAL_LINK,CAUSES,,,,,
actor:col-roosevelt,claim:col-roosevelt-gains-votes,CAUSAL_LINK,CAUSES,,,,,
actor:col_house,claim:italy_jugoslav_dispute,CAUSAL_LINK,MEDIATES,,,,,
actor:col_house,event:league_of_nations,CAUSAL_LINK,CAUSES,,,,,
actor:commissioners,event:church-services-closed,CAUSAL_LINK,CAUSES,,,,,
actor:commissioners,event:liberty-loan-rallies-scheduled,CAUSAL_LINK,MEDIATES,,,,,
actor:commissioners,event:playgrounds-closed,CAUSAL_LINK,CAUSES,,,,,
actor:commissioners,event:theaters-closed,CAUSAL_LINK,CAUSES,,,,,
actor:corporations_and_banks,event:naval_militia_enlistment,CAUSAL_LINK,ENABLES,,,,,
actor:count_von_bernstorff,event:germany_submarine_policy_change,CAUSAL_LINK,CAUSES,,,,,
actor:csernin,claim:france_demand,CAUSAL_LINK,ENABLES,,,,,
actor:district-health-department,event:church-services-closed,CAUSAL_LINK,CAUSES,,,,,
actor:dr_von_seydler,event:austria_crisis,CAUSAL_LINK,CAUSES,,,,,
actor:ebert,claim:ebert-government-overthrown,CAUSAL_LINK,CAUSES,,,,,
actor:emperor_charles,event:austria_crisis,CAUSAL_LINK,CAUSES,,,,,
actor:ex_kaiser_william_i,claim:ex_kaiser_writing_autobiography,CAUSAL_LINK,CAUSES,,,,,
actor:ferdinand_larnaudie,event:league_of_nations,CAUSAL_LINK,CAUSES,,,,,
actor:financial_institutions,claim:loan_goal_reached,CAUSAL_LINK,ENABLES,,,,,
actor:financial_institutions,claim:record_distribution,CAUSAL_LINK,ENABLES,,,,,
actor:france,claim:france-belgium-claim-kamerun,CAUSAL_LINK,CAUSES,,,,,
actor:garfield,claim:drug_stores_restricted,CAUSAL_LINK,CAUSES,,,,,
actor:garfield,claim:heatless_days_order,CAUSAL_LINK,CAUSES,,,,,
actor:garfield,claim:laundries_exempt,CAUSAL_LINK,CAUSES,,,,,
actor:garfield,claim:theaters_to_close_on_tuesday,CAUSAL_LINK,CAUSES,,,,,
actor:garland_jake_stahl,event:stahl_may_buy_cleveland_club,CAUSAL_LINK,CAUSES,,,,,
actor:gen-foch,claim:general-policies,CAUSAL_LINK,CAUSES,,,,,
actor:gen-nivelle,claim:general-policies,CAUSAL_LINK,CAUSES,,,,,
actor:gen-petain,claim:general-policies,CAUSAL_LINK,CAUSES,,,,,
actor:gen_bliss,claim:war_council_continuation,CAUSAL_LINK,CAUSES,,,,,
actor:gen_george_h_harries,actor:american_government,CAUSAL_LINK,ENABLES,,,,,
actor:gen_george_h_harries,actor:british_government,CAUSAL_LINK,ENABLES,,,,,
actor:gen_george_h_harries,actor:italian_government,CAUSAL_LINK,ENABLES,,,,,
actor:gen_george_h_harries,actor:polish_government,CAUSAL_LINK,ENABLES,,,,,
actor:gen_march,claim:war_council_change,CAUSAL_LINK,CAUSES,,,,,
actor:gen_maxwell,event:relaxation_of_martial_law,CAUSAL_LINK,CAUSES,,,,,
actor:gen_moschopoulos,event:resignation,CAUSAL_LINK,CAUSES,,,,,
actor:gen_pershing,claim:war_council_change,CAUSAL_LINK,CAUSES,,,,,
actor:gen_pershing,claim:war_council_continuation,CAUSAL_LINK,CAUSES,,,,,
actor:gen_sir_douglas_haig,event:haig_advancement,CAUSAL_LINK,CAUSES,,,,,
actor:gen_smuts,event:league_of_nations,CAUSAL_LINK,CAUSES,,,,,
actor:general_alexieff,claim:army_discipline_improvement,CAUSAL_LINK,CAUSES,,,,,
actor:general_palmer,claim:operators_not_agreed_to_settlement,CAUSAL_LINK,ENABLES,,,,,
actor:george_m_oyster_jr,claim:price_increase_won,CAUSAL_LINK,CAUSES,,,,,
actor:german-government,event:deutschland-protection-request,CAUSAL_LINK,CAUSES,,,,,
actor:german-government,event:german-revolution,CAUSAL_LINK,CAUSES,,,,,
actor:german_armistice_commission,claim:italy_jugoslav_dispute,CAUSAL_LINK,MEDIATES,,,,,
actor:german_austria,claim:italy_jugoslav_dispute,CAUSAL_LINK,MEDIATES,,,,,
actor:germany,claim:germany_denies_austria_aid,CAUSAL_LINK,CAUSES,,,,,
actor:germany,claim:germany_denies_austria_aid,CAUSAL_LINK,MEDIATES,,,,,
actor:germany,claim:germany_destroying_submarines,CAUSAL_LINK,CAUSES,,,,,
actor:germany,event:mining-disaster,CAUSAL_LINK,MEDIATES,,,,,
actor:germany,event:war_emergency,CAUSAL_LINK,CAUSES,,,,,
actor:gov-cox,event:supreme-court-vacancies,CAUSAL_LINK,CAUSES,,,,,
actor:haig,topic:flanders_drive,CAUSAL_LINK,CAUSES,,,,,
actor:hanly,claim:nomination_hanly,CAUSAL_LINK,CAUSES,,,,,
actor:health-officer-fowler,event:church-services-closed,CAUSAL_LINK,CAUSES,,,,,
actor:health-officer-fowler,event:liberty-loan-rallies-scheduled,CAUSAL_LINK,MEDIATES,,,,,
actor:health-officer-fowler,event:playgrounds-closed,CAUSAL_LINK,CAUSES,,,,,
actor:health-officer-fowler,event:theaters-closed,CAUSAL_LINK,CAUSES,,,,,
actor:individual_consumer,claim:high_waste,CAUSAL_LINK,CAUSES,,,,,
actor:irreconcilables,event:republican_party_disruption,CAUSAL_LINK,CAUSES,,,,,
actor:j_s_williams,claim:affidavits_taken_outside_office,CAUSAL_LINK,CAUSES,,,,,
actor:jacob_broneywine,event:wood_alcohol_poisoning_deaths,CAUSAL_LINK,CAUSES,,,,,
actor:john_l_lewis,event:mine_strike,CAUSAL_LINK,CAUSES,,,,,
actor:john_l_weaver,claim:coal_delivery_order,CAUSAL_LINK,CAUSES,,,,,
actor:judge-cargill,event:conflict-over-resolution,CAUSAL_LINK,ENABLES,,,,,
actor:justice-hughes,claim:justice-hughes-gains-votes,CAUSAL_LINK,CAUSES,,,,,
actor:justice-hughes,claim:justice-hughes-leads,CAUSAL_LINK,CAUSES,,,,,
actor:kapp,claim:kapp-assumes-power,CAUSAL_LINK,CAUSES,,,,,
actor:keller_representative,claim:accounting_system_confusion,CAUSAL_LINK,CAUSES,,,,,
actor:laconia,event:destruction-of-laconia,CAUSAL_LINK,CAUSES,,,,,
actor:league-of-nations,claim:league-of-nations-formed,CAUSAL_LINK,CAUSES,,,,,
actor:league-of-nations,claim:war-intolerable,CAUSAL_LINK,CAUSES,,,,,
actor:lehigh-valley-railroad-company,claim:interloping-barge-violated-law,CAUSAL_LINK,CAUSES,,,,,
actor:leon_bourgeois,event:league_of_nations,CAUSAL_LINK,CAUSES,,,,,
actor:liberty_loan_committees,claim:loan_goal_reached,CAUSAL_LINK,ENABLES,,,,,
actor:liberty_loan_committees,claim:record_distribution,CAUSAL_LINK,ENABLES,,,,,
actor:lord_robert_cecil,claim:league_of_nations_real,CAUSAL_LINK,CAUSES,,,,,
actor:lord_robert_cecil,event:league_of_nations,CAUSAL_LINK,CAUSES,,,,,
actor:m_clemenceau,event:league_of_nations,CAUSAL_LINK,CAUSES,,,,,
actor:maj_gen_biddle,claim:war_council_continuation,CAUSAL_LINK,CAUSES,,,,,
actor:marconi,event:marconi-suggestion,CAUSAL_LINK,CAUSES,,,,,
actor:mayor-baker,event:conflict-over-resolution,CAUSAL_LINK,ENABLES,,,,,
actor:mayor-carmichael,event:conflict-over-resolution,CAUSAL_LINK,ENABLES,,,,,
actor:milk_producers_md_va,claim:price_increase_won,CAUSAL_LINK,CAUSES,,,,,
actor:mollman,claim:malfeasance_in_office,CAUSAL_LINK,CAUSES,,,,,
actor:morgenthau_henry,claim:morgenthau_appointment,CAUSAL_LINK,CAUSES,,,,,
actor:mr-hendricks,claim:disposal-of-stock,CAUSAL_LINK,CAUSES,,,,,
actor:mr_wilson,claim:solemn_congress,CAUSAL_LINK,CAUSES,,,,,
actor:mr_wilson,topic:league_of_nations,CAUSAL_LINK,MEDIATES,,,,,
actor:national-packing-company,claim:interloping-barge-violated-law,CAUSAL_LINK,CAUSES,,,,,
actor:navy_bureau,event:naval_militia_enlistment,CAUSAL_LINK,CAUSES,,,,,
actor:new-york-times,claim:financial-impact-on-publishers,CAUSAL_LINK,ENABLES,,,,,
actor:new_york_state_election,event:new_york_women_voting,CAUSAL_LINK,CAUSES,,,,,
actor:noske,claim:army-not-loyal,CAUSAL_LINK,CAUSES,,,,,
actor:ochiai,event:league_of_nations,CAUSAL_LINK,CAUSES,,,,,
actor:operators_executive_committee,claim:operators_not_agreed_to_settlement,CAUSAL_LINK,CAUSES,,,,,
actor:ouyed_george,event:league_of_nations,CAUSAL_LINK,CAUSES,,,,,
actor:polish_delegation,event:league_of_nations,CAUSAL_LINK,CAUSES,,,,,
actor:premier_briand,event:new_government_formed,CAUSAL_LINK,CAUSES,,,,,
actor:premier_hughes,event:league_of_nations,CAUSAL_LINK,CAUSES,,,,,
actor:premier_orlando,claim:italy_jugoslav_dispute,CAUSAL_LINK,MEDIATES,,,,,
actor:premier_orlando,event:league_of_nations,CAUSAL_LINK,CAUSES,,,,,
actor:pres_clemenceau,claim:italy_jugoslav_dispute,CAUSAL_LINK,MEDIATES,,,,,
actor:pres_lloyd_george,claim:italy_jugoslav_dispute,CAUSAL_LINK,MEDIATES,,,,,
actor:pres_wilson,claim:italy_jugoslav_dispute,CAUSAL_LINK,MEDIATES,,,,,
actor:president,event:congress_session,CAUSAL_LINK,CAUSES,,,,,
actor:president-wilson,claim:austria-will-accept-all-wilson-views,CAUSAL_LINK,CAUSES,,,,,
actor:president-wilson,claim:austria-will-not-make-separate-peace,CAUSAL_LINK,CAUSES,,,,,
actor:president-wilson,claim:germany-will-await-other-negotiations,CAUSAL_LINK,CAUSES,,,,,
actor:president-wilson,claim:league-of-nations,CAUSAL_LINK,CAUSES,,,,,
actor:president-wilson,claim:president-supports-woman-suffrage,CAUSAL_LINK,CAUSES,,,,,
actor:president-wilson,claim:senators-receive-personal-letters,CAUSAL_LINK,CAUSES,,,,,
actor:president-wilson,event:choosing-new-director-general-of-railroads,CAUSAL_LINK,CAUSES,,,,,
actor:president-wilson,event:choosing-new-secretary-of-treasury,CAUSAL_LINK,CAUSES,,,,,
actor:president-wilson,event:conflict-in-mexico,CAUSAL_LINK,CAUSES,,,,,
actor:president-wilson,event:leaving-washington,CAUSAL_LINK,CAUSES,,,,,
actor:president-wilson,event:nomination-of-bainbridge-colby,CAUSAL_LINK,CAUSES,,,,,
actor:president-wilson,event:transport-george-washington-departure,CAUSAL_LINK,CAUSES,,,,,
actor:president_ebert,claim:germany_will_not_sign,CAUSAL_LINK,CAUSES,,,,,
actor:president_wilson,actor:operators_executive_committee,CAUSAL_LINK,CAUSES,,,,,
actor:president_wilson,claim:clear_air_for_shipbuilding,CAUSAL_LINK,CAUSES,,,,,
actor:president_wilson,claim:german_advantage,CAUSAL_LINK,MEDIATES,,,,,
actor:president_wilson,claim:one_term_discussion,CAUSAL_LINK,CAUSES,,,,,
actor:president_wilson,claim:president_wilson_opposes_reservations,CAUSAL_LINK,CAUSES,,,,,
actor:president_wilson,claim:ratification_without_nullifying,CAUSAL_LINK,CAUSES,,,,,
actor:president_wilson,event:1920-10-18:harding_inquiry,CAUSAL_LINK,CAUSES,,,,,
actor:president_wilson,event:appointment_of_miss_boardman,CAUSAL_LINK,CAUSES,,,,,
actor:president_wilson,event:coal_strike_settlement,CAUSAL_LINK,CAUSES,,,,,
actor:president_wilson,event:league_of_nations,CAUSAL_LINK,CAUSES,,,,,
actor:president_wilson,event:treaty_ratification_deadlock,CAUSAL_LINK,CAUSES,,,,,
actor:president_wilson,event:work_on_message,CAUSAL_LINK,CAUSES,,,,,
actor:prince_maximilian_of_baden,event:peace_negotiations,CAUSAL_LINK,CAUSES,,,,,
actor:representative-stevenson,event:government-salary-increase,CAUSAL_LINK,CAUSES,,,,,
actor:republican_leaders,event:1920-11-11:harding_cabinet,CAUSAL_LINK,CAUSES,,,,,
actor:retail_grocery_stores,claim:high_profit_margins,CAUSAL_LINK,CAUSES,,,,,
actor:retail_grocery_stores,claim:high_waste,CAUSAL_LINK,CAUSES,,,,,
actor:retail_grocery_stores,claim:large_chain_stores,CAUSAL_LINK,CAUSES,,,,,
actor:retail_grocery_stores,claim:monopoly_fear,CAUSAL_LINK,CAUSES,,,,,
actor:retail_grocery_stores,claim:news_service_suggestion,CAUSAL_LINK,MEDIATES,,,,,
actor:rogers_walter,claim:cable_censorship,CAUSAL_LINK,CAUSES,,,,,
actor:root,event:root-advice,CAUSAL_LINK,CAUSES,,,,,
actor:russian_army,claim:russian_advances_beyond_stripa_river,CAUSAL_LINK,CAUSES,,,,,
actor:russian_army,claim:russians_assumed_initiative,CAUSAL_LINK,CAUSES,,,,,
actor:russian_army,claim:russians_repulsed_austrian_attack,CAUSAL_LINK,CAUSES,,,,,
actor:sam_darling,event:wood_alcohol_poisoning_deaths,CAUSAL_LINK,CAUSES,,,,,
actor:saunders,claim:unsinkable_ships,CAUSAL_LINK,CAUSES,,,,,
actor:secretary-houston,event:conflict-over-resolution,CAUSAL_LINK,CAUSES,,,,,
actor:secretary-houston,event:conflict-over-resolution,CAUSAL_LINK,ENABLES,,,,,
actor:secretary-houston,topic:war-finance-corporation,CAUSAL_LINK,MEDIATES,,,,,
actor:secretary_redlich,claim:job_loss,CAUSAL_LINK,CAUSES,,,,,
actor:sen-harding,event:conference-postponed,CAUSAL_LINK,CAUSES,,,,,
actor:senator-hitchcock,claim:war-necessity,CAUSAL_LINK,CAUSES,,,,,
actor:senator_ball,event:nomination_confirmation,CAUSAL_LINK,CAUSES,,,,,
actor:senator_calder,event:nomination_confirmation,CAUSAL_LINK,CAUSES,,,,,
actor:senator_hitchcock,claim:senator_hitchcock_opposes_reservations,CAUSAL_LINK,CAUSES,,,,,
actor:senator_jones,event:nomination_confirmation,CAUSAL_LINK,CAUSES,,,,,
actor:senator_lodge,claim:lodges_speech,CAUSAL_LINK,CAUSES,,,,,
actor:senator_lodge,claim:progress_in_negotiations,CAUSAL_LINK,CAUSES,,,,,
actor:senator_lodge,claim:roars_of_cheers,CAUSAL_LINK,CAUSES,,,,,
actor:senator_lodge,claim:senator_lodge_opposes_changes,CAUSAL_LINK,CAUSES,,,,,
actor:senator_newlands,claim:one_term_discussion,CAUSAL_LINK,CAUSES,,,,,
actor:senator_shepard,event:nomination_confirmation,CAUSAL_LINK,CAUSES,,,,,
actor:senator_sheppard,claim:salary_reduction_bill,CAUSAL_LINK,CAUSES,,,,,
actor:small-powers,claim:small-nations-representation,CAUSAL_LINK,CAUSES,,,,,
actor:sulzer,claim:nomination_sulzer,CAUSAL_LINK,CAUSES,,,,,
actor:susie-rotch-superintendent,event:playgrounds-closed,CAUSAL_LINK,CAUSES,,,,,
actor:thomas_oczkwyski,event:wood_alcohol_poisoning_deaths,CAUSAL_LINK,CAUSES,,,,,
actor:trade-commission,event:big-packers-charged,CAUSAL_LINK,CAUSES,,,,,
actor:treasury_department,claim:loan_goal_reached,CAUSAL_LINK,ENABLES,,,,,
actor:treasury_department,claim:record_distribution,CAUSAL_LINK,ENABLES,,,,,
actor:treasury_head,claim:glass_for_treasury_head,CAUSAL_LINK,CAUSES,,,,,
actor:turkey,event:peace_negotiations,CAUSAL_LINK,CAUSES,,,,,
actor:united_mine_workers_of_america,event:coal_strike,CAUSAL_LINK,CAUSES,,,,,
actor:usa,claim:usa-to-be-hub-league-of-nations,CAUSAL_LINK,CAUSES,,,,,
actor:vatican,topic:peace_proposal,CAUSAL_LINK,CAUSES,,,,,
actor:vienna_municipal_council,claim:vienna_bread_ration_reduction,CAUSAL_LINK,CAUSES,,,,,
actor:viscount_chinda,event:league_of_nations,CAUSAL_LINK,CAUSES,,,,,
actor:war-risk-bureau,claim:charges-of-neglect,CAUSAL_LINK,CAUSES,,,,,
actor:war-risk-bureau,claim:complaints-of-delay-in-payment,CAUSAL_LINK,CAUSES,,,,,
actor:war_board,event:1,CAUSAL_LINK,CAUSES,,,,,
actor:war_department,event:transfer_of_military_units,CAUSAL_LINK,CAUSES,,,,,
actor:washington_coal_dealers,event:coal_distribution_plan,CAUSAL_LINK,CAUSES,,,,,
actor:weaver_order,actor:administration_order,CAUSAL_LINK,MEDIATES,,,,,
actor:william_bayard_hale,claim:hale_employed_by_dernburg,CAUSAL_LINK,CAUSES,,,,,
actor:william_bayard_hale,claim:hale_employed_by_hearst,CAUSAL_LINK,CAUSES,,,,,
actor:william_bayard_hale,claim:hearnst_unaware_of_hale,CAUSAL_LINK,CAUSES,,,,,
actor:william_bayard_hale,claim:warburg_speech,CAUSAL_LINK,CAUSES,,,,,
claim:1,actor:1,CAUSAL_LINK,MEDIATES,,,,,
claim:1,event:3,CAUSAL_LINK,CAUSES,,,,,
claim:1,event:4,CAUSAL_LINK,CAUSES,,,,,
claim:1,event:5,CAUSAL_LINK,CAUSES,,,,,
claim:1,topic:1,CAUSAL_LINK,CAUSES,,,,,
claim:12,event:1,CAUSAL_LINK,CAUSES,,,,,
claim:140k_strength,actor:hay,CAUSAL_LINK,MEDIATES,,,,,
claim:1916-12-08:congressional_support,event:1916-12-08:lloyd_george_cabinet_selections,CAUSAL_LINK,MEDIATES,,,,,
claim:1916-12-08:german_attack,actor:french_troops,CAUSAL_LINK,CAUSES,,,,,
claim:1916-12-08:greek_blockade,actor:germany,CAUSAL_LINK,CAUSES,,,,,
claim:1916-12-08:irish_party_attitude,event:1916-12-08:lloyd_george_cabinet_selections,CAUSAL_LINK,MEDIATES,,,,,
claim:1916-12-08:lloyd_george_kisses_hand,event:1916-12-08:lloyd_george_cabinet_selections,CAUSAL_LINK,CAUSES,,,,,
claim:1916-12-08:state_control,event:1916-12-08:lloyd_george_cabinet_selections,CAUSAL_LINK,CAUSES,,,,,
claim:1916-12-08:suffrage_movement,event:1916-12-08:lloyd_george_cabinet_selections,CAUSAL_LINK,MEDIATES,,,,,
claim:1916-12-08:tax_on_war_profits,event:1916-12-08:lloyd_george_cabinet_selections,CAUSAL_LINK,CAUSES,,,,,
claim:1917-03-16:abdication_confirmation,actor:1917-03-16:nicholas_ii,CAUSAL_LINK,CAUSES,,,,,
claim:1920-10-16:republicans-league-of-nations-opposition,actor:1920-10-16:republican-national-management,CAUSAL_LINK,CAUSES,,,,,
claim:2,claim:3,CAUSAL_LINK,ENABLES,,,,,
claim:2,event:2,CAUSAL_LINK,ENABLES,,,,,
claim:2,event:3,CAUSAL_LINK,CAUSES,,,,,
claim:2,event:4,CAUSAL_LINK,CAUSES,,,,,
claim:3,event:2,CAUSAL_LINK,CAUSES,,,,,
claim:3,event:3,CAUSAL_LINK,CAUSES,,,,,
claim:3,event:4,CAUSAL_LINK,CAUSES,,,,,
claim:3,event:6,CAUSAL_LINK,CAUSES,,,,,
claim:4,event:2,CAUSAL_LINK,CAUSES,,,,,
claim:4,event:3,CAUSAL_LINK,CAUSES,,,,,
claim:4,event:7,CAUSAL_LINK,CAUSES,,,,,
claim:5,actor:4,CAUSAL_LINK,CAUSES,,,,,
claim:5,event:1,CAUSAL_LINK,MEDIATES,,,,,
claim:6,claim:7,CAUSAL_LINK,MEDIATES,,,,,
claim:6,event:1,CAUSAL_LINK,MEDIATES,,,,,
claim:6,event:2,CAUSAL_LINK,CAUSES,,,,,
claim:79th_division_assigned_early_convoy,event:79th_division_homecoming,CAUSAL_LINK,CAUSES,,,,,
claim:8,event:2,CAUSAL_LINK,CAUSES,,,,,
claim:8,event:3,CAUSAL_LINK,CAUSES,,,,,
claim:9,event:4,CAUSAL_LINK,CAUSES,,,,,
claim:R-34_course,event:R-34_departure,CAUSAL_LINK,CAUSES,,,,,
claim:R-34_start_time,event:R-34_departure,CAUSAL_LINK,CAUSES,,,,,
claim:abandonment_of_border,event:retreat,CAUSAL_LINK,CAUSES,,,,,
claim:abdication-decreed-by-chancellor,event:german-emperor-renounces-throne,CAUSAL_LINK,CAUSES,,,,,
claim:accident_cause,event:accident,CAUSAL_LINK,CAUSES,,,,,
claim:adamson_bill,event:presidential_campaign_1916,CAUSAL_LINK,CAUSES,,,,,
claim:admiration_of_hat,event:admiration_of_hat,CAUSAL_LINK,MEDIATES,,,,,
claim:adriatic-settlement-threat,event:us-withdrawal-threat,CAUSAL_LINK,CAUSES,,,,,
claim:aeros-downed,event:aeros-downed,CAUSAL_LINK,CAUSES,,,,,
claim:agents_held_up_by_witnesses,event:prohibition_agents_arrested,CAUSAL_LINK,CAUSES,,,,,
claim:agents_shoot_law_violators,event:prohibition_agents_arrested,CAUSAL_LINK,CAUSES,,,,,
claim:agents_stopped_by_searchlight,event:prohibition_agents_arrested,CAUSAL_LINK,CAUSES,,,,,
claim:aircraft-penetration,event:airraid-london,CAUSAL_LINK,CAUSES,,,,,
claim:airraiddetails,claim:damagedhouses,CAUSAL_LINK,CAUSES,,,,,
claim:alexander-best-year-1915,event:alexander-pitching-1915,CAUSAL_LINK,CAUSES,,,,,
claim:alexander-holds-opponents-to-below-average,event:alexander-pitching-1915,CAUSAL_LINK,CAUSES,,,,,
claim:aliens-interment-demand,actor:british-government,CAUSAL_LINK,CAUSES,,,,,
