id:ID,label,type,support_count:int,support_probability:float,base_rate:float,batch_ids,description,date,location,:LABEL
actor:1920-10-22:donnybrook-fair,Donnybrook Fair,Actor,,,,,,,,Actor
actor:1920-10-22:elihu-root,Elihu Root,Actor,,,,,,,,Actor
actor:1920-10-22:frank-hodges,Frank Hodges,Actor,,,,,,,,Actor
actor:1920-10-22:george-bass,George Bass,Actor,,,,,,,,Actor
actor:1920-10-22:german-miners,German Miners,Actor,,,,,,,,Actor
actor:1920-10-22:home-secretary-shortt,Home Secretary Shortt,Actor,,,,,,,,Actor
actor:1920-10-22:jacob-gould-schurman,Jacob Gould Schurman,Actor,,,,,,,,Actor
actor:1920-10-22:women-democratic-club,Women's Democratic Club,Actor,,,,,,,,Actor
actor:1920-11-01:democratic_party,Democratic Party,Actor,,,,,,,,Actor
actor:1920-11-01:gov_cox,Governor Cox,Actor,,,,,,,,Actor
actor:1920-11-01:republican_party,Republican Party,Actor,,,,,,,,Actor
actor:1920-11-01:samuel_gompers,Samuel Gompers,Actor,,,,,,,,Actor
actor:2,Germany,Actor,,,,,,,,Actor
actor:20,Attorney Bullitt,Actor,,,,,,,,Actor
actor:21,Attorney Bullowa,Actor,,,,,,,,Actor
actor:22,Attorney Bullitt,Actor,,,,,,,,Actor
actor:23,Attorney Bullitt,Actor,,,,,,,,Actor
actor:2300lvy-workers,2300lvy Workers,actor,,,,,,,,actor
actor:24,Attorney Bullitt,Actor,,,,,,,,Actor
actor:25,Attorney Bullitt,Actor,,,,,,,,Actor
actor:26,Attorney Bullitt,Actor,,,,,,,,Actor
actor:27,Attorney Bullitt,Actor,,,,,,,,Actor
actor:28,Attorney Bullitt,Actor,,,,,,,,Actor
actor:29,Attorney Bullitt,Actor,,,,,,,,Actor
actor:3,Britain,Actor,,,,,,,,Actor
actor:30,Attorney Bullitt,Actor,,,,,,,,Actor
actor:31,Attorney Bullitt,Actor,,,,,,,,Actor
actor:312th-machine-gun-battalion,312th Machine Gun Battalion,actor,,,,,,,,actor
actor:312th_machine_gun_battalion,312th Machine Gun Battalion,actor,,,,,,,,actor
actor:32,Attorney Bullitt,Actor,,,,,,,,Actor
actor:33,Attorney Bullitt,Actor,,,,,,,,Actor
actor:34,Attorney Bullitt,Actor,,,,,,,,Actor
actor:35,Attorney Bullitt,Actor,,,,,,,,Actor
actor:36,Attorney Bullitt,Actor,,,,,,,,Actor
actor:37,Attorney Bullitt,Actor,,,,,,,,Actor
actor:38,Attorney Bullitt,Actor,,,,,,,,Actor
actor:39,Attorney Bullitt,Actor,,,,,,,,Actor
actor:3d infantry,3d Infantry,Actor,,,,,,,,Actor
actor:3rd_dci_officers,3rd DC Infantry Officers,actor,,,,,,,,actor
actor:3rd_division,3rd Division,Actor,,,,,,,,Actor
actor:3rd_infantry_national_guard,"3rd Infantry, National Guard of the District of Columbia",actor,,,,,,,,actor
actor:4,France,Actor,,,,,,,,Actor
actor:40,Attorney Bullitt,Actor,,,,,,,,Actor
actor:41,Attorney Bullitt,Actor,,,,,,,,Actor
actor:41st_division,41st Division,Actor,,,,,,,,Actor
actor:42,Attorney Bullitt,Actor,,,,,,,,Actor
actor:43,Attorney Bullitt,Actor,,,,,,,,Actor
actor:44,Attorney Bullitt,Actor,,,,,,,,Actor
actor:45,Attorney Bullitt,Actor,,,,,,,,Actor
actor:46,Attorney Bullitt,Actor,,,,,,,,Actor
actor:47,Attorney Bullitt,Actor,,,,,,,,Actor
actor:48,Attorney Bullitt,Actor,,,,,,,,Actor
actor:49,Attorney Bullitt,Actor,,,,,,,,Actor
actor:4th_marine_brigade,4th Marine Brigade,actor,,,,,,,,actor
actor:5,Clerk,actor,,,,,,,,actor
actor:50,Attorney Bullitt,Actor,,,,,,,,Actor
actor:51,Attorney Bullitt,Actor,,,,,,,,Actor
actor:52,Attorney Bullitt,Actor,,,,,,,,Actor
actor:6,Mr. Arrington,Actor,,,,,,,,Actor
actor:63d_infantry_band,63d Infantry Band,Actor,,,,,,,,Actor
actor:7,Michael Leech,Actor,,,,,,,,Actor
actor:7th_us_balloon_company,7th US Balloon Company,actor,,,,,,,,actor
actor:8,Ignatius T. T. Lincoln,Actor,,,,,,,,Actor
actor:8_kanns_sons_co,"8. Kanns, Sons Co.",actor,,,,,,,,actor
actor:9,Captain William M. Offley,Actor,,,,,,,,Actor
actor:Alma,Alma,actor,,,,,,,,actor
actor:Amsterdam,Amsterdam,actor,,,,,,,,actor
actor:Askins,Lucy Askins,actor,,,,,,,,actor
actor:Aurora,Aurora,actor,,,,,,,,actor
actor:Bailey,C. W. Bailey,Actor,,,,,,,,Actor
actor:Barbee,Detective Barbee,Actor,,,,,,,,Actor
actor:Beckley,Detective Beckley,Actor,,,,,,,,Actor
actor:Binghamton,Binghamton,actor,,,,,,,,actor
actor:Bloomington,Bloomington,actor,,,,,,,,actor
actor:BrigGenCharlesWBarber,Brig. Gen. Charles W. Barber,Actor,,,,,,,,Actor
actor:British_patrol_ship,British patrol ship,actor,,,,,,,,actor
actor:Burleson,Postmaster General Burleson,Actor,,,,,,,,Actor
actor:Burnle,Moe Burnle,actor,,,,,,,,actor
actor:Butler,Benjamin Butler,Actor,,,,,,,,Actor
actor:Calonder,Felix Calonder,actor,,,,,,,,actor
actor:Caminetti,Commissioner General Caminetti,Actor,,,,,,,,Actor
actor:Capt_T_A_Ensor,"Captain T.A. Ensor, Commander of Housatonic",actor,,,,,,,,actor
actor:Carlin,Policeman Carlin,Actor,,,,,,,,Actor
actor:Cedar-Rapids,Cedar Rapids,actor,,,,,,,,actor
actor:Charlotte,Charlotte,actor,,,,,,,,actor
actor:Chatfield,Col. W. H. Chatfield,actor,,,,,,,,actor
actor:Chattanooga,Chattanooga,actor,,,,,,,,actor
actor:Cicero,Cicero,actor,,,,,,,,actor
actor:Collins,Mary Collins,Actor,,,,,,,,Actor
actor:Colorado-Springs,Colorado Springs,actor,,,,,,,,actor
actor:Columbia,Columbia,actor,,,,,,,,actor
actor:Crozier,Major General Crozier,actor,,,,,,,,actor
actor:Danville,Danville,actor,,,,,,,,actor
actor:Davenport,Davenport,actor,,,,,,,,actor
actor:Davidson,Mr. Davidson,Actor,,,,,,,,Actor
actor:Dworklis,Herman Dworklis,actor,,,,,,,,actor
actor:Edward_F_Geer,"Edward F. Geer, President of Housatonic Steamship Company",actor,,,,,,,,actor
actor:Edwards,William B. Edwards,actor,,,,,,,,actor
actor:Eldorado,Eldorado,actor,,,,,,,,actor
actor:ElizabethMurphy,Elizabeth Murphy,Actor,,,,,,,,Actor
actor:Fischer,Edwin Fischer,actor,,,,,,,,actor
actor:Fowler,Dr. Fowler,Actor,,,,,,,,Actor
actor:Futrowsky,Mrs. Etta Futrowsky,Actor,,,,,,,,Actor
actor:GabrieledAnnunzio,Gabriele d'Annunzio,Actor,,,,,,,,Actor
actor:Gans,Isaac Gans,Actor,,,,,,,,Actor
actor:GenCharlesGMorton,Gen. Charles G. Morton,Actor,,,,,,,,Actor
actor:George,Lloyd George,Actor,,,,,,,,Actor
actor:GeorgeMurphy,George Murphy,Actor,,,,,,,,Actor
actor:German_submarine,German submarine,actor,,,,,,,,actor
actor:GoldbergCohen,Goldberg Cohen,actor,,,,,,,,actor
actor:Gordon,Lieut. Col. A. T. Gordon,Actor,,,,,,,,Actor
actor:Grant,Inspector Grant,Actor,,,,,,,,Actor
actor:Hamilton,Hamilton,actor,,,,,,,,actor
actor:Hardwick,Former Senator Hardwick,Actor,,,,,,,,Actor
actor:Hawker,Harry G. Hawker,Actor,,,,,,,,Actor
actor:Hazleton,Hazleton,actor,,,,,,,,actor
actor:Henderson,Mr. Henderson,Actor,,,,,,,,Actor
actor:Howe,Immigration Commissioner Howe,Actor,,,,,,,,Actor
actor:Hylan,Mayor Hylan,Actor,,,,,,,,Actor
actor:Japan,Japan,Actor,,,,,,,,Actor
actor:JewettBrothers,Jewett Brothers,actor,,,,,,,,actor
actor:Joliet,Joliet,actor,,,,,,,,actor
actor:Kehrer,Elmer Kehrer,actor,,,,,,,,actor
actor:Kitchin,Majority Leader Kitchin,actor,,,,,,,,actor
actor:Kling,Kling,actor,,,,,,,,actor
actor:Kramer,Stephen E. Kramer,actor,,,,,,,,actor
actor:Lancaster,Lancaster,actor,,,,,,,,actor
actor:Lee,William Lee,Actor,,,,,,,,Actor
actor:Lewis,Lewis,actor,,,,,,,,actor
actor:Lexington,Lexington,actor,,,,,,,,actor
actor:Lieut_Charles_M_Cook_jr,Lieutenant Charles M. Cook Jr.,actor,,,,,,,,actor
actor:Lieut_Walter_F_Haas,Lieutenant Walter F. Haas,actor,,,,,,,,actor
actor:Lima,Lima,actor,,,,,,,,actor
actor:Louisville,Louisville,actor,,,,,,,,actor
actor:Macon,Macon,actor,,,,,,,,actor
actor:Madison,Madison,actor,,,,,,,,actor
actor:MajLeroyWHerron,Maj. Leroy W. Herron,Actor,,,,,,,,Actor
actor:McMahon,Bryant C. McMahon,Actor,,,,,,,,Actor
actor:MoorheadElmore,Moorhead Elmore & Co.,actor,,,,,,,,actor
actor:Morgan,J. P. Morgan,Actor,,,,,,,,Actor
actor:National_Automobile_Chamber_of_Commerce,National Automobile Chamber of Commerce,Actor,,,,,,,,Actor
actor:Oshkosh,Oshkosh,actor,,,,,,,,actor
actor:Palmer,Attorney General Palmer,Actor,,,,,,,,Actor
actor:PopeBenedict,Pope Benedict,Actor,,,,,,,,Actor
actor:PresidentWilson,President Wilson,Actor,,,,,,,,Actor
actor:Raynham,Fredrick P. Raynham,Actor,,,,,,,,Actor
actor:Rockefeller,John D. Rockefeller,Actor,,,,,,,,Actor
actor:Rudd,Justice Rudd,Actor,,,,,,,,Actor
actor:Sawtelle,Major Henry F. Sawtelle,Actor,,,,,,,,Actor
actor:Scotts-Bluff,Scotts Bluff,actor,,,,,,,,actor
actor:Sheboygan,Sheboygan,actor,,,,,,,,actor
actor:Shreveport,Shreveport,actor,,,,,,,,actor
actor:Spreckels,T. L. Spreckels,actor,,,,,,,,actor
actor:Sproul,Gov. Sproul,Actor,,,,,,,,Actor
actor:St-Joseph,St. Joseph,actor,,,,,,,,actor
actor:US_Navy,United States Navy,actor,,,,,,,,actor
actor:WashingtonBoardOfTrade,Washington Board of Trade,Actor,,,,,,,,Actor
actor:Waterloo,Waterloo,actor,,,,,,,,actor
actor:Wilkes-Barre,Wilkes-Barre,actor,,,,,,,,actor
actor:WilliamTGalliher,William T. Galliher,Actor,,,,,,,,Actor
actor:Williams,Joseph Williams,Actor,,,,,,,,Actor
actor:Wilson,Secretary of Labor Wilson,Actor,,,,,,,,Actor
actor:Wood,Maj. M. Wood,Actor,,,,,,,,Actor
actor:Younger,Sir George Younger,Actor,,,,,,,,Actor
actor:_marshall,Marshall,actor,,,,,,,,actor
actor:a-bruce-bielaski,A. Bruce Bielaski,Actor,,,,,,,,Actor
actor:a-c-strite,Former Mayor A. C. Strite,Actor,,,,,,,,Actor
actor:a-c-townley,A.C. Townley,Actor,,,,,,,,Actor
actor:a-e-jones,A. E. Jones,Actor,,,,,,,,Actor
actor:a-e-seymour,"A.E. Seymour, Secretary of the Chamber of Commerce",Actor,,,,,,,,Actor
actor:a-g-anderson,A. G. Anderson,actor,,,,,,,,actor
actor:a-i,A. I.,Actor,,,,,,,,Actor
actor:a-l-shingaroff,A. L. Shingaroff,Actor,,,,,,,,Actor
actor:a-leftwich-sinclair,A. Leftwich Sinclair,actor,,,,,,,,actor
actor:a-lisner,A. Lisner,actor,,,,,,,,actor
actor:a-mitchell-palmer,A. Mitchell Palmer,Actor,,,,,,,,Actor
actor:a-o-wharton,A. O. Wharton,actor,,,,,,,,actor
actor:a-piatt-andrew,A. Piatt Andrew,actor,,,,,,,,actor
actor:a-s-byron,A. S. Byron,Actor,,,,,,,,Actor
actor:a_a_landon,A. A. Landon,Actor,,,,,,,,Actor
actor:a_aa_a,A. A. A. (Automobile Association of America),actor,,,,,,,,actor
actor:a_bonar_law,A. Bonar Law,Actor,,,,,,,,Actor
actor:a_bruce_bielaski,A. Bruce Bielaski,Actor,,,,,,,,Actor
actor:a_e_seymour,A. E. Seymour,actor,,,,,,,,actor
actor:a_f_fox_company,A. F. Fox Company,Actor,,,,,,,,Actor
actor:a_h_wiggin,A.H. Wiggin,Actor,,,,,,,,Actor
actor:a_j_driscoll,A. J. Driscoll,actor,,,,,,,,actor
actor:a_k_huston,A. K. Houston,actor,,,,,,,,actor
actor:a_k_kurtz,A.K. Kurtz,actor,,,,,,,,actor
actor:a_mitchel_palmer,A. Mitchell Palmer,Actor,,,,,,,,Actor
actor:a_mitchell_palmer,A. Mitchell Palmer,Actor,,,,,,,,Actor
actor:a_r_decker,A. R. Decker,Actor,,,,,,,,Actor
actor:a_s_caldwell,A. S. Caldwell,actor,,,,,,,,actor
actor:a_sughrue,A. Sughrue,Actor,,,,,,,,Actor
actor:a_t_hensey,A.T. Hensey,Actor,,,,,,,,Actor
actor:a_t_hert,A. T. Hert,actor,,,,,,,,actor
actor:abe_attell,Abe Attell,Actor,,,,,,,,Actor
actor:abler,Abler,Actor,,,,,,,,Actor
actor:abraham_pursch_and_levine,Abraham Pursch and Levine,Actor,,,,,,,,Actor
actor:acting-mayor-d-m-moody,Acting Mayor D. M. Moody,actor,,,,,,,,actor
actor:acting-secretary-of-state-polk,Acting Secretary of State Polk,actor,,,,,,,,actor
actor:acting-secretary-polk,Acting Secretary Polk,Actor,,,,,,,,Actor
actor:acting_administrator_colladay,Acting Administrator Colladay,Actor,,,,,,,,Actor
actor:acting_president_lewis,Acting President Lewis,Actor,,,,,,,,Actor
actor:acting_secretary_of_labor_rowland_is_mahany,Rowland I. Mahany,Actor,,,,,,,,Actor
actor:acting_secretary_of_state_polk,Acting Secretary of State Polk,Actor,,,,,,,,Actor
